userName,content,score
Dee Doo,"Aplikasi ga jelas. Buat buka ats penyimpanan ga bisa, buat beli barang ga bisa",1
Timothy Tjahjono,"Ada emailku 2 yang sudah terdaftar. Dulu udah pernah beli tahun 2017 di Zalora. Sekarang kalau udah masuk dengan google akun satunya (A), setiap mau masuk dengan google B gabisa, selalu ke A.",4
Tasyia Djaafar,sedih bgt .. seminggu yg llu msh baik² sj nih pas ada event mlh kacau .. sdh ikut saran tim cs tp msh muter³ saat co .. ya g bs co jdny ..,2
Siti Fatimah,Amazing,5
Dian hb Hb,Terjamin dan terpercaya,4
beat dulux,Mantap sekali,5
Gcch Hhvg,Namun jika burung yang ada ditro tv di Cile dan kontra di kalangan remaja ri dBanten dan kontra,5
Randi Amahoru,baru dicoba belenaja online di lazana smoga barang sesuai di gambr,1
Ciyanti Ciyanti,Sudah 2 munggu pengembalian dana belum diterima chat cs susah sekali...,1
Roberto Carlos,pas buka tas cuma loading aja daftar barang nya ga muncul2,1
Wwne Rwg,"sdh bbrp tahun beli disini, app kayaknya sdh ga jalan muter2 ... liat tas belanja saja ga bisa",1
Abdul Malik Lubis,"mantap, harga ada discount",5
ezra klinsipiero,"tidak bisa masuk di tas, hubungi cs di aplikasi tapi tidak memberikan solusi",1
Dika Plandi,Mau nanya belanaja pake wallet zalora gmna ya caranya??,5
J6_07_I Komang Widiana Putra,ntaps,5
Roby Firdaus,"Aplikasi lemot, padahal jaringan full. Amit2, loadingnya luammmaaa bangettttttt nget nget nget💩👎",2
Alfi Jonior,lumayan,4
konamo polos,manstab 👍🏻,4
Arif Maulana,Lama banget nyampe nya,1
Brams Joe,Sepatu basket Anta yang dijual hanya sampai size US11 tidak menyediakan size besar US12 atau lebih besar dari itu,1
Jhon Leo Danubrata,amazing,5
MochAldiPratama 09,Ga ngerti,3
judoboy manurung,good,5
SHE LA,"gak bisa langsung love barang dan folow tokonya kaya dulu, dah gitu sekarang lemot bgt buka tas nya gak bisa2...",2
TAUFIQ 3838,ok,5
winy siyo,"respon cepat, semoga barang yg dipesan cpt datang",5
Rizki Amelia,Pleasee laahh mau CO aja loading teruss gabisa bisa untuk check out :(,1
Ahmad Qosim,Aplikasi ini cocok untuk belanja online,5
Sejati Pria,pke,5
Ghifar Haikal,"Tas ga bisa dibuka, apknya eror min",3
R. Feb,"Bertahun"" jd member disini. Tp skrg ini aplikasi jelek eror event sale selalu g bisa dibuka keranjangnya loading terus. Udh log in log out sampe uninstall ttp g bisa. Tolong dong diperbaiki aplikasinya. Mau co g bisa""",1
Indun Duniawati,Terus²an loading ketika liat keranjang dan masukin barang ke keranjang tolong segera perbaiki,3
List of quotes,Bagus aplikasi nya,5
Contra Ventura,"Zalora ini apikasi jual brand flagship barang ori luar negeri tp aplikasinya kaya aplikasi beta alias percobaan, ukuran ga jelas size baju celana, pembatalan produk ga ada, jd kyak belanja dgn ukuran kucing dalam karung, cuman mengandalkan pengembalian barang tp ada seller atau produk yg tidak bisa dikembalikan, masuk tas ga bisa, langsung beli jg ga bisa loading terus, aplikasi apaan ini !!!!",1
Arip Bihombing,"Sistemnya simple enak ,cuma untuk pengembalian dana dari walet ke rekening sedikit ribet,mohon dapat diperbaiki demi kenyamanan customer",4
Liu Chen,"Zalora benar benar bikin darting,mau co loading terus,sudah mau 1 bulan benar benar parah sudah uninstall ada 10x lebih ,kalau gak mau diskon ya jangan diskon kalau ujungnya gak bisa di beli,parahhhh!",1
Andi Budiawan,Mantul,5
Riza Suryani,"Mau co barang ga bisa, liat keranjang ga bisa. Kenapa ya aplikasi nya. Kan mau belanja 12.12. Malah ga bisa.",2
Lady Queen,App tdk bsa d buka,2
Yakobb Jhe,bagus,5
Violita Batara,Zalora e commerce di iklan ig tukang tipu,1
Anonymous V10,Iklan kau macam aswaeeaesw mahal dan eror ngentod,1
Muhamad Iman,Kenapa agak lemot sekarang masukin barang ke keranjang..mudah2an lekas bagus.,5
Anasya Hayari,Cara berbelanja yang asyik,5
quaneisha azalia nasywa,Barang dijamin ori,5
Iis Anggraini,Mau masukin keranjang aja lemotnya puluhan menit . Tolong ditingkatkan lagi dong zalora padahal lg 12.12 ini,3
Arif Herdiansyah,bismillah semoga tiba dengan selamat,4
Adit Rilin,"Beli barang diskon ud pembayaran tp ujung""nya proses dibatalkan.... Buang buang waktu aj eror bego",1
Indra Libra Kurniawan,"Lucky moment, great deals",5
Felix Nugroho,Barangnya original. Sangat memuaskan. Mudah pelayanannya.,5
Eloni Sumampow,KEREN,4
Herian Ahmadi,produk bagus bagus,4
Elvano Phl,Seneng belanja baju di zalora bahannya ori adem nyaman dipake nya👍,5
Isna Rifka,aplikasinya lemot,3
Hanip Saepulloh,"mantap , lagi diskon gede bahaha",5
Syam Sim,terbaik menjual barang2 original,5
Ade Irawan Lubis,OK,5
Nur Ainun,good,5
akmal anwar,mantap dan oke,3
Rano Rante,semoga pelayan lebih baik kedepan dan sesuai dengan apa yang dipesan,5
Joni Laksono,"TULIS HARGA dengan RUPIAH , ini di Indonesia. !!! Mahal",1
Gloria Madeline Boru Sagala,"kenapa ya aplikasi nya loading terus ketika buka tas? padahal saya may CO barang, eh jadi tertunda. udh ada 1 mingguan lebih nih kayak ginii. saya udh coba uninstal aplikasi nya, terus download lagi, dn log in lagi, tapi sampai detik ini ga bisa juga kebuka tas nya, loading terus. Tolong pihak Zalora, segera di atasi ya. Makasih banyak.",3
Jayz Channel,"eror terus aplikasi ini,harusnya bisa ditingkatkan lagi karena sudah banyak kompetitor..kok malah parah dan mahal",1
Budiman Simanullang,barang nya sih bagus semua tapi kenapa tidak bisa di masukkan ke tas buka tas pun tidak bisa mohon bantuan nya eror apknya,3
evangelia kusuma,aplikasi sering nge bug,3
Maryam Maryam,kualitas bagus dan elegant,5
Stefanus Lee,mantap mantap,5
Eltus Senda,Good,5
Devia Rahmawati,Barang bagus,5
Ozi Turozi,ok,5
Anroy Ferdinan,baik,5
Iman Apandi,Good,1
Hasan,mantab,5
Dittz,Bagus,5
Pay 01,oke,5
Lukman Effendi,"susah masuknya, ribet!!!",1
kawulo alit,👍👍👍,5
Wisnu Malikul koyum,Keren,5
Suwarno suwarno,mantap,5
Gaming 003,Top,5
Riko Saputra,Lumayan si,4
Rizal Aditya F,Nice,5
Irga Fitranda,Belanja di aplikasi ini jangan sampai salah pilih ukuran atau motif karena apa bila barang sudah di kemas oleh seller pengajuan pembatalan tidak dapat di lakukan pembatalan hanya bisa di lalukan ketika barang sudah kita terima dan kita tidak berkenan menerima nya dan kita harus mengirimkan barang itu kembali dan kita baru bisa mengajukan refund Ini pengalaman yang saya alami barusan,1
Initial C,Sehr gut,4
Jerry da Silva,Oke,5
AL Channel,Bingung masukin kode vouchernya sekarang. Dlu padahal mudah . Di awal diskon. Pas mau checkout kok harganya normal lagi,2
Lalu Alibamba,ok,5
Andy Wijaya,Good,4
Fikri Asyari,Mantap produk nya bagus,5
Asdanil Asdanil,sangat sangat puas belanja di zalora.,5
Alwy mocha,"bagus aplikasi nya, semua barang ori tapi blm dicoba",5
wahyu arifin,100% ori,4
Jerry Maxsuel mariai,keren,5
Pik Kia,baik,5
Masykur,pemesanan pertama...semoga memuaskan...,4
Rafi Sabilillah,Penipu kembalikan uang saya 400k saya mesan hoodie hnm tapi malah gak datang datang ke rumah saya tapi di aplikasi tertulis terkirim,1
Dwi Nadi SRG,mantap,5
Suheni “Bandphipeel”,opsional,5
Rendy Ramadhan Lubis,urusan fashion selalu zalora,5
Ryan Ryan,Barang yang di jual ori dan banyak diskon,5
rika rahmawati,bagus,1
Harry Akbar,puas,5
Pramono,siipppp,4
Anjang Anjang,Baik,3
Al-marwadi alii,Zalora jelas dan detail produk.saya suka.,5
gazi al amri,super mantap,5
Chandra Hendra,"Sudah seminggu pesanan belum sampai juga,, mau hubungi kemana,kontak tidak ada kurir mau cs..tolong di bantu",4
Ari Chrizt,Terkait informasi keterangan panduan ukuran/size sangat tidak jelas,1
Fathul Jihad,mau coba belanja di sini... semoga barangnya sesuai,5
Eki Sumitro UKM ROTI ALAMI,Good quality,5
b. daryan,"Gw heran sama zalora, misal mau beli sepatu ada diskon/potongan harga, pas udah klik tinggal pembayara diskon nya ga ada, harga jd normal, lah konyol diskon nya kayak PHP, klo sekiranya ga ada diskon jangan di pajang harga diskon, bisa aja mancing nya 👎🏼",1
Saifullah,mantab brooo,4
Rian Karnelo,mantap,5
Daffa apc,keren desainnya.,5
Day Rizky,Good,5
WIWID DIANA,"Barang nya ori, dan pesan barang nya juga gk ribet..",5
Eko Nugroho,Selama belanja di Zalora alhamdulillah ga pernah kecewa Mantappp lah pokonya,5
Jeffry Polnaja,enak buat belanja,5
Angga Saputra,ok,4
Abdillah 007,"Kenapa susah masuk aplikasinya ya, coba programnya di perbaiki, aplikasi lemot karena banyaknya orang yg menggunakan, seharusnya pihak Zalora sudah mengantisipasi hal ini.",3
lusy sarah,"Good app, produk original dan ada garansi 30 hari return 😍",5
oloan silalahi,mantap,5
Winna Queen,bagus,5
Debie Steviani,"Dimana lagi tmptnya produk asli klo bukan di Zalora, bisa dikembalikan, dabest",5
ruddy thomas,sangat memuaskan,5
wacute hyden,Produk nya original..,5
cey black,ok,5
Kang Voyy,Bagus sekali,5
abul hasan,enakkk,5
Ayu Widya Astari,"Sangat puas, barang original,fast respon csnya.",5
Aldino Nov,Cukup puas belanja di Zalora . Produknya bagus bagus👍,5
Hasan Sobari,tidak mengecewakan produk nya asli original tidak mengecewakan belanja di zalora,5
ardi tri saputra,Tempat nya produk produk asli .. garansi pengembalian 30 hari ..,5
Lia Lia,Niceeee,5
rony kelantan,terjamin keasliannya,5
Dwi Firti,Udh ga bs payment pakai atome lagi.!?!,1
uunn kurn,"Keren zalora, produk nya original dan potongan atau promo nya manteeep banget.",5
SUPERNOVA,Tapi stok dan ukuran suka ngg ada 😖,5
Nayasha Channel,mantapp,5
Maria deny,Pengiriman kadang lambat tp utk outgit ny bagus2 sesuai dg harga,5
Erisa Hariono,okay bgt pokonyaa... keren dan nyaman,5
Gatot Pramono,"Pengiriman cepat,harga menarik dan yg pasti dijamin Ori itu yg paling penting dan garansi 30 hari keren banget sihhh ga ada ditempat lain",5
Aditya Ekky,Kapan lagi dapet barang oringal 100% dengan harga yang oke! Bener2 top ZALORA gransi 30 hari nya bikin belanja makin happy anti was was!,5
Nurlia Kenkan,Zalora seleraku..lopeeeee,5
feby,"Gak pernah kecewa beli di Zalora, Ada garansi pengembalianya 30 hari lagi kalo gak muat atau kegedean. Cocok buat kaum mager ke keluar kaya gue 🥰",5
supian suri,"Pengiriman cepet, kualitas ok banget",5
Keyzo Art Channel,G ijin cccu,2
Hendri Bolung,bahannya asli,5
Naufal najib,good,5
Jaya Kristian Rosly,mantap,5
Pia piah,Ga bagus,2
mak alul,bagus,2
JENUDIN JENUDIN,mantap,5
Windy Bisma,"saat mau klik keranjang tetap gak bisa sampai hapus download ulang,sangat bikin kecewa",1
Dicky Elnanda,Mantap,5
Asman MB,"Zalora the best online shop, branded original",5
Wanti Aja,pada mahal,1
Asrul Dahlan,nice,4
Elvin Hattu,Kecewa karena tidak dijual lagi skin care dari strawberry net.,2
Ester Manurung,bagus,5
ervina ayu lestari,Aplikasi yang sangat menarik dan menyenangkan buat belanja di rumah,5
Ivan6 Ivan6,rekomdasi,5
Imelda Tampubolon,"Sudah daftar vip, tp tas belanja tidak bisa dibuka...",2
Muhammad Sholahuddin,mahal banget ongkir nya,4
Amelia Corason Makaluas,"Ngak bakalan belanja disini lagi Bad Service, 2X kirim barang tidak sesuai orderan, giliran customer mau tukar banya alasan padahal Zalora yang salah...pengirimannya pun ngk safety hanya pake dus yang bisa rusak kapan pun... sungguh sangat mengecewakan Zalora skrg 👎👎",1
Eko Wahyu Nuryanto,Barang² nya ori,5
Mori Veri Astria,Pilihan produk banyak dan berkualitas !,5
UPTODATE BABY & KID'S SHOP,Jualannya mahal,1
vivo v2249,𝑩𝒂𝒈𝒖𝒔 𝒐𝒓𝒊𝒈𝒊𝒏𝒂𝒍,5
Pinrang,Keren dan selalu memuaskan .,5
Yanti Arif,"Pengalaman belanja yg Luar biasa, fitur keren banget, diskonnya heboh gaess",5
Ronal Prian,mantap,5
Darwis Yuda,sangat baik,5
Dian Hariyanto,BAGUS,5
Rizky alamri,Sangat menguntungkan,1
Umi Kusmiyati,"Saya beli baju anak 2 biji tapi ditoko yg berbeda, yg Dateng cm satu",1
Wahyu Nor,sangat menarik,4
retno pur,Menyenangkan,5
GreyGori,"Bisa beli barang ori tanpa takut dibohongin, bener-bener terjamin keaslian produknya. koleksi brand2nya juga menarik. sangat rekomen banget.",5
Juliana Marhum,lebih banya diskon dong,5
Kodrat 1983,Bagus dan mantap,5
Asroh Fadli,mekenanya cantiik sekali cocok buat anak2,5
Ayu Swandewi,the best zalora,5
cok bagus pranajaya,Keren dan Value for Money,5
Aini Rohimah,"Alhamdulillah, terpercaya...",5
Rita Gunawan,Barangnya selalu ori..,5
tiyo azhari,Belanja dengan pengalaman yang sangat baik.,5
yusmayanti Maya,"Semuanya ok, tdk mengecewakan...",5
H.Mulyadi Rasyid,Belanja disini barangnya ORI harga jg lumayan mahal ....👍👍,5
SAHID Bettae,Barang Original,5
altan muttaqi,"Menyenangkan,simple,pembayaran mudah,banyak promo,pengirman cepat,kurir ramah kemasan rapi,barang ori",5
Fernando SH,"Senang berbelanja di zalora, terpecaya original ga was was",5
Joela Risca,"Sekarang Zalora udah 👍 bangettt....this is the very Best shopping online,I wouldn't never want jump to other shops online!!",5
Abdul Hafid,"One stop fashion store,mulai dari busana muslim,batik sampai baju olahraga ada,mulai dari yg Branded sampai produk lokal ada, harga kompetitif dan ORI...moga Zalora semakin eksis,semakin di hati.",5
Oey Pau Hian,the best and biggest online mall in the whole world,5
Wawa,Suka belanja di Zalora barang nya asli no fake dan harganya sering ada diskon dan tukar size juga mudah .,5
amirul ramadhan,belanja aman dan terpecaya,5
Sarman Manik,mudah dan berkualitas ...,5
Catur Pranowo,Menarik,1
izzul fadli,"Ulasan revisi, PAYAH DAN MENGECEWAKAN",1
malla lala,top,5
Loyang Leneng,Aplikasi mantap untuk mencari kebutuhan pakaian,5
Jacob Jav,Bagus deh pokoknya!,5
Rahimah Sulaiman,Bagus,5
Indra Jaya,"pelayanan baik, produk original",5
bidan dino,"Ribet banget ini, minim info. 4 hari setelah pembayaran belom juga dikirim, keterangan hanya menunggu pickup kurir. Cari info lebih lanjut g bisa, chat hanya dengan sistem g ada jawaban yg jelas. Cancel jg g bisa. Ribet",1
yan maulid p,iya banget dehhh,5
novita SR,sebel bgt 2x beli sepatu VIP paking asal2 an kardus rusak jahitan lepas apa gk di cek dulu sebelum di kirim? seharusnya dikasih tambahan kardus bukan kardus barang langsung kresek Zalora ini kan vip,1
Zheo Braiden2020,"Sejauh ini selama baru ada Zalora baik² saja, sy menggunakan shopping online lewat Zalora jauh sblm toko Oren. TAPI X INI SY KECEWA, KENAPA BERHARI² SETIAP SAAT SETIAP WAKTU SY MEMBUKA KERANJANG SELALU MEMANCING EMOSI SY, SEHINGGA ADA BBRPA BRG YG AKAN SY CO ITU TDK BS GRGR KRANJANG YG SANGAT SUSAH DI BUKA NYA. SUNGGUH SUNGGU BENAR² MENGECEWAKAN.!!!",4
Daun Kering,Baguss bsngett,4
Ainun Jahriah,terpercaya..nyaman..,5
Ali Suwarto,"Barang baik banget 100,℅ ori Pengiriman cepet, top markotop👍👍 Packing rapi,oke bingiiit❤🤍 Belanja di Zalora bikin tenang dan senang, tenang karena barangnya pasti ori, senang karena pengirimannya cepat.. 👍👍",5
Cinta Cinta,good,5
V Rayoga,Membantu saya untuk Berbelanja,5
Si Vn,"Always satisfied.. Semua barang original, ga pernah takut dapat barang fake, pengiriman cepat, dan pilihannya juga banyak. Kalau ada masalah customer service nya juga ga fast respon, dan langsung di eksekusi permasalahan kita. Puas banget deh pokoknya belanjaan di Zalora, selalu menjadi pilihan pertama untuk berbelanja.",5
Sri Yuni,"Alhamdulillah paket nya sudah sampai,maksih zalora Pokoke mantap,.........saya selalu cari barang diskon di zalora.bisa di jual lagi Yg jelas barang nya ok😘😘😘",5
Dede Suhartini indi,akhirnya bisa pesan jugaa ni tadinya susah setelah berulang kali coba makasih Zalora,5
Muhammad Yusuf,wow,5
dangraihanfiyall.h,gjls loading pas mau buka keranjang lama bgt,1
Zaenal Arif,Seru,3
cucu kurnia,Keranjang Ngelek.... mohon segera di perbaiki aplikasinya sering eror lagi,2
Pua paradise Pua paradise,Ongkir terlalu mahal dlu beli di atas lima ratus atau satu juta gratis ongkir skrg harga barang murah ongkirnya mahal,1
